id_pelanggan,kota,metode_bayar,jenis_kelamin,pernah_komplain,berlangganan_premium,kepuasan,tingkat_membership,usia,jumlah_transaksi,jumlah_produk_dilihat,total_belanja,lama_langganan_bulan,rata_rata_rating,tahun_bergabung,tanggal_transaksi_terakhir,ulasan
CUST-0241,Medan,Transfer Bank,P,Tidak,Tidak,Sedang,Bronze,25,22,25,1674000.0,38.8,4.3,2021,2024-07-04,kualitas produk standar harga wajar
CUST-0514,Jakarta,E-Wallet,P,Tidak,Ya,Sedang,Bronze,50,31,27,1518000.0,45.4,4.0,2021,2024-12-19,cukup baik walau kemasan kurang rapi
CUST-0650,Jakarta,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Bronze,52,19,31,1178000.0,19.4,4.6,2023,2025-06-10,barang sesuai deskripsi pengiriman cepat
CUST-0317,Surabaya,Kartu Kredit,P,Tidak,Tidak,Sangat Tinggi,Bronze,19,8,18,586000.0,32.4,5.0,2022,2025-05-16,kualitas produk bagus penjual ramah
CUST-0967,Makassar,Kartu Kredit,P,Tidak,Tidak,Sangat Tinggi,Bronze,31,17,25,1404000.0,32.7,4.8,2022,2024-12-01,sangat puas belanja lagi di sini
CUST-0325,Medan,Kartu Kredit,P,Tidak,Tidak,Sedang,Bronze,50,21,1,745000.0,36.3,3.0,2021,2024-11-13,barang sesuai tapi pengiriman agak lama
CUST-0368,Bandung,Transfer Bank,P,Tidak,Tidak,Tinggi,Bronze,35,7,32,1292000.0,13.1,3.5,2023,2024-05-27,produk bagus harga sesuai kualitas
CUST-0044,JAKARTA,Transfer Bank,L,Tidak,Tidak,Tinggi,Silver,46,26,26,2797000.0,59.8,4.6,2020,2025-05-14,penjual responsif pelayanan memuaskan
CUST-1342,Medan,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Bronze,35,4,38,790000.0,17.8,5.0,2023,2024-10-10,kualitas produk bagus penjual ramah
CUST-0417,Jakarta,E-Wallet,P,Tidak,Ya,Sedang,Silver,17,14,37,2040000.0,27.5,3.4,2022,2025-05-19,cukup baik walau kemasan kurang rapi
CUST-1451,Medan,Transfer Bank,P,Tidak,Tidak,Tinggi,Bronze,20,10,9,847000.0,15.2,3.6,2023,2024-12-24,pengiriman cepat barang aman sampai
CUST-0423,Jakarta,E-Wallet,P,Tidak,Ya,Tinggi,Silver,19,20,26,4045000.0,40.5,4.0,2021,2025-01-30,penjual responsif pelayanan memuaskan
CUST-0102,Bandung,Transfer Bank,L,Tidak,Tidak,Sedang,Bronze,17,6,19,851000.0,12.7,3.9,2023,2025-02-23,kualitas produk standar harga wajar
CUST-0108,Jakarta,Transfer Bank,P,Tidak,Ya,Sangat Tinggi,Bronze,23,8,27,1784000.0,8.6,5.0,2024,2024-07-16,kualitas produk bagus penjual ramah
CUST-0797,Jakarta,Kartu Kredit,P,Tidak,Ya,Sangat Tinggi,Silver,35,30,15,5894000.0,46.6,4.6,2021,2025-03-26,barang sesuai deskripsi pengiriman cepat
CUST-1055,Jakarta,Transfer Bank,P,Tidak,Tidak,Rendah,Bronze,22,1,4,70000.0,8.4,3.1,2024,2024-07-19,pengiriman lama kemasan rusak
CUST-0830,Jakarta,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Silver,29,18,16,3771000.0,44.9,4.4,2021,2024-08-13,barang sesuai deskripsi pengiriman cepat
CUST-0383,Medan,E-Wallet,P,Tidak,Ya,Tinggi,Silver,36,28,18,6775000.0,39.9,4.4,2021,2024-08-24,produk bagus harga sesuai kualitas
CUST-0323,Jakarta,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Silver,54,32,32,4123000.0,52.0,4.9,2020,2025-04-15,barang sesuai deskripsi pengiriman cepat
CUST-0615,Jakarta,Transfer Bank,P,Tidak,Tidak,Sedang,Silver,37,42,21,2805000.0,59.1,3.9,2020,2025-04-18,cukup baik walau kemasan kurang rapi
CUST-1306,Makassar,Transfer Bank,L,Tidak,Tidak,Sedang,Bronze,36,21,31,1117000.0,27.7,4.1,2022,2025-02-14,kualitas produk standar harga wajar
CUST-0705,Jakarta,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Bronze,48,11,33,1202000.0,28.1,4.3,2022,2024-12-04,barang sesuai deskripsi pengiriman cepat
CUST-0129,Jakarta,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Silver,21,12,23,3926000.0,32.6,5.0,2022,2024-12-27,sangat puas belanja lagi di sini
CUST-1236,Jakarta,E-Wallet,L,Tidak,Tidak,Sedang,Silver,51,27,2,3480000.0,47.1,3.2,2021,2025-04-10,barang sesuai tapi pengiriman agak lama
CUST-0910,jakarta ,COD,P,Tidak,Tidak,Sedang,Bronze,59,18,25,1827000.0,22.8,3.5,2023,2025-03-24,cukup baik walau kemasan kurang rapi
CUST-1463,Jakarta,Transfer Bank,L,Tidak,Tidak,Tinggi,Bronze,34,1,1,91000.0,3.3,3.8,2024,2024-09-13,produk bagus harga sesuai kualitas
CUST-1051,Bandung,E-Wallet,P,Tidak,Ya,Rendah,Silver,32,32,15,3538000.0,58.8,3.6,2020,2024-09-26,pengiriman lama kemasan rusak
CUST-0711,Makassar,COD,P,Tidak,Tidak,Sedang,Bronze,30,9,22,1407000.0,10.1,4.2,2024,2025-03-02,barang sesuai tapi pengiriman agak lama
CUST-0934,Medan,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Silver,36,30,19,2940000.0,42.1,4.6,2021,2024-10-16,sangat puas belanja lagi di sini
CUST-0366,Surabaya,Kartu Kredit,L,Tidak,Tidak,Tinggi,Bronze,31,11,1,504000.0,22.2,3.9,2023,2025-02-24,pengiriman cepat barang aman sampai
CUST-1436,Makassar,E-Wallet,P,Tidak,Tidak,Tinggi,Bronze,35,5,36,311000.0,26.6,4.3,2022,2024-06-29,penjual responsif pelayanan memuaskan
CUST-0033,Jakarta,E-Wallet,L,Tidak,Tidak,Rendah,Bronze,30,3,5,108000.0,8.3,3.7,2024,2025-01-15,penjual lambat membalas pesan
CUST-1471,Makassar,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,39,9,33,911000.0,11.5,4.8,2024,2025-02-10,sangat puas belanja lagi di sini
CUST-1285,Makassar,Transfer Bank,P,Tidak,Tidak,Tinggi,Bronze,34,29,23,1972000.0,56.0,4.1,2020,2025-04-06,pengiriman cepat barang aman sampai
CUST-0375,Jakarta,COD,P,Tidak,Tidak,Rendah,Bronze,28,5,7,1104000.0,17.8,3.5,2023,2024-12-26,produk tidak sesuai deskripsi
CUST-1005,Bandung,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Bronze,61,32,9,1838000.0,53.5,5.0,2020,2025-04-23,kualitas produk bagus penjual ramah
CUST-1317,Bandung,Transfer Bank,P,Tidak,Ya,Sangat Tinggi,Silver,31,37,32,3664000.0,52.3,4.6,2020,2024-11-09,barang sesuai deskripsi pengiriman cepat
CUST-0359,Surabaya,Transfer Bank,P,Ya,Tidak,Sedang,Bronze,43,14,12,1213000.0,31.0,4.3,2022,2024-07-03,barang sesuai tapi pengiriman agak lama
CUST-1494,Medan,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Bronze,42,6,35,,7.4,4.3,2024,2024-11-20,kualitas produk bagus penjual ramah
CUST-0354,Bandung,Kartu Kredit,L,Tidak,Tidak,Sangat Tinggi,Silver,55,20,14,3865000.0,26.6,5.0,2022,2024-10-19,barang sesuai deskripsi pengiriman cepat
CUST-1079,Bandung,Transfer Bank,L,Tidak,Tidak,Sangat Tinggi,Bronze,25,1,24,108000.0,7.8,4.8,2024,2025-05-22,barang sesuai deskripsi pengiriman cepat
CUST-1286,Makassar,Kartu Kredit,L,Tidak,Tidak,,Bronze,36,32,26,1806000.0,54.9,4.5,2020,2025-02-13,sangat puas belanja lagi di sini
CUST-0340,Makassar,Kartu Kredit,P,Tidak,Ya,Rendah,Silver,44,27,1,3244000.0,43.1,2.8,2021,2024-07-24,pengiriman lama kemasan rusak
CUST-0164,Jakarta,Transfer Bank,P,Tidak,Tidak,Rendah,Bronze,29,6,1,,34.7,2.9,2022,2024-08-25,produk tidak sesuai deskripsi
CUST-0262,Medan,Transfer Bank,P,Tidak,Tidak,Sedang,Bronze,49,4,42,218000.0,9.2,3.5,2024,2024-08-22,cukup baik walau kemasan kurang rapi
CUST-0311,Surabaya,Transfer Bank,P,Tidak,Tidak,Tinggi,Bronze,53,6,25,861000.0,10.2,4.5,2024,2024-12-29,produk bagus harga sesuai kualitas
CUST-0431,Makassar,E-Wallet,P,Tidak,Tidak,Rendah,Bronze,35,13,40,922000.0,25.3,3.7,2022,2025-01-03,pengiriman lama kemasan rusak
CUST-0923,Bandung,Kartu Kredit,L,Tidak,Ya,Tinggi,Bronze,24,15,15,1184000.0,25.8,4.2,2022,2024-07-27,produk bagus harga sesuai kualitas
CUST-1168,Surabaya,Transfer Bank,L,Tidak,Tidak,Sedang,Bronze,39,8,44,538000.0,12.6,3.2,2023,2025-05-28,cukup baik walau kemasan kurang rapi
CUST-0585,Makassar,E-Wallet,P,Tidak,Ya,Tinggi,Silver,26,27,25,2480000.0,29.3,4.6,2022,2024-12-12,pengiriman cepat barang aman sampai
CUST-0763,Jakarta,E-Wallet,L,Tidak,Ya,Sedang,Gold,37,38,20,12097000.0,54.7,3.8,2020,2024-10-04,kualitas produk standar harga wajar
CUST-0652,Makassar,Transfer Bank,L,Tidak,Ya,Sedang,Silver,32,32,15,,59.4,3.8,2020,2024-08-16,cukup baik walau kemasan kurang rapi
CUST-1191,Surabaya,COD,L,Tidak,Ya,Sangat Tinggi,Silver,35,18,37,2138000.0,32.1,4.6,2022,2025-03-14,kualitas produk bagus penjual ramah
CUST-1248,Jakarta,Transfer Bank,L,Tidak,Tidak,Sedang,Bronze,32,4,21,162000.0,12.6,3.6,2023,2024-07-19,cukup baik walau kemasan kurang rapi
CUST-0193,Jakarta,Transfer Bank,P,Tidak,Ya,Tinggi,Bronze,47,2,37,192000.0,12.5,4.0,2023,2025-05-17,pengiriman cepat barang aman sampai
CUST-0679,Jakarta,Transfer Bank,L,Tidak,Tidak,Tinggi,Bronze,40,1,27,145000.0,3.1,4.0,2024,2024-08-24,penjual responsif pelayanan memuaskan
CUST-1198,Bandung,Transfer Bank,P,Tidak,Ya,Sedang,Silver,29,27,7,3488000.0,53.2,3.6,2020,2024-08-29,barang sesuai tapi pengiriman agak lama
CUST-1311,Surabaya,Transfer Bank,P,Tidak,Tidak,,Bronze,24,17,26,931000.0,23.8,5.0,2023,2024-07-31,barang sesuai deskripsi pengiriman cepat
CUST-0064,Medan,COD,P,Tidak,Tidak,Tinggi,Bronze,45,6,20,456000.0,24.7,4.1,2022,2025-04-22,penjual responsif pelayanan memuaskan
CUST-1064,Bandung,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Bronze,27,3,45,190000.0,4.6,4.9,2024,2024-12-29,sangat puas belanja lagi di sini
CUST-0238,Medan,Transfer Bank,L,Ya,Tidak,Sangat Rendah,Bronze,38,23,58,1346000.0,40.5,2.4,2021,2024-09-13,sangat kecewa produk tidak sesuai
CUST-1161,jakarta ,Kartu Kredit,P,Tidak,Tidak,Sangat Tinggi,Bronze,32,11,39,989000.0,35.6,4.5,2022,2025-02-27,sangat puas belanja lagi di sini
CUST-0232,Surabaya,Transfer Bank,L,Tidak,Ya,Sangat Tinggi,Silver,46,18,22,,29.9,4.7,2022,2025-03-31,barang sesuai deskripsi pengiriman cepat
CUST-1069,jakarta ,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,40,10,25,1207000.0,26.2,4.6,2022,2025-02-25,kualitas produk bagus penjual ramah
CUST-0530,Jakarta,E-Wallet,P,Ya,Tidak,Sangat Rendah,Bronze,27,8,1,842000.0,5.9,2.8,2024,2024-10-19,sangat kecewa produk tidak sesuai
CUST-1470,Jakarta,Transfer Bank,L,Tidak,Ya,Sangat Tinggi,Silver,30,18,23,5010000.0,36.3,5.0,2021,2024-12-04,kualitas produk bagus penjual ramah
CUST-0731,Jakarta,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Silver,33,29,20,6799000.0,48.6,4.6,2020,2024-05-28,barang sesuai deskripsi pengiriman cepat
CUST-0199,Jakarta,COD,L,Tidak,Tidak,Rendah,Silver,26,16,1,3129000.0,28.1,3.4,2022,2025-05-25,pengiriman lama kemasan rusak
CUST-0278,Surabaya,E-Wallet,P,Tidak,Ya,Sedang,Silver,49,22,17,4555000.0,39.7,4.0,2021,2024-07-11,barang sesuai tapi pengiriman agak lama
CUST-0863,Medan,E-Wallet,P,Tidak,Tidak,Sedang,Bronze,42,2,2,293000.0,6.0,3.4,2024,2025-03-31,kualitas produk standar harga wajar
CUST-1482,Jakarta,Transfer Bank,P,Tidak,Tidak,Rendah,Silver,49,37,16,4085000.0,55.1,3.2,2020,2024-06-07,penjual lambat membalas pesan
CUST-0562,Jakarta,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Bronze,29,10,36,940000.0,21.8,4.9,2023,2024-08-25,sangat puas belanja lagi di sini
CUST-0219,Makassar,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Silver,17,15,33,2658000.0,12.5,5.0,2023,2024-12-26,barang sesuai deskripsi pengiriman cepat
CUST-0783,Surabaya,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Bronze,48,18,13,1616000.0,37.4,4.9,2021,2025-06-05,kualitas produk bagus penjual ramah
CUST-0031,Bandung,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Bronze,27,2,18,380000.0,22.7,4.4,2023,2024-12-18,barang sesuai deskripsi pengiriman cepat
CUST-0057,Surabaya,COD,P,Tidak,Tidak,Sangat Tinggi,Silver,27,8,19,2048000.0,8.9,5.0,2024,2024-11-21,barang sesuai deskripsi pengiriman cepat
CUST-1214,Surabaya,Transfer Bank,L,Tidak,Tidak,Sangat Tinggi,Bronze,30,19,19,1470000.0,36.5,4.9,2021,2024-06-25,kualitas produk bagus penjual ramah
CUST-0999,Makassar,Kartu Kredit,L,Ya,Ya,Sedang,Silver,37,24,25,2374000.0,52.0,4.4,2020,2025-06-02,cukup baik walau kemasan kurang rapi
CUST-0951,Surabaya,E-Wallet,L,Ya,Tidak,Rendah,Bronze,44,21,28,1230000.0,36.1,4.2,2021,2024-06-07,produk tidak sesuai deskripsi
CUST-0433,Bandung,Kartu Kredit,P,Tidak,Tidak,Sangat Tinggi,Bronze,20,7,36,665000.0,7.4,4.4,2024,2025-06-15,barang sesuai deskripsi pengiriman cepat
CUST-0702,Jakarta,COD,L,Tidak,Tidak,Sangat Tinggi,Silver,35,24,21,4639000.0,37.8,4.9,2021,2025-06-15,barang sesuai deskripsi pengiriman cepat
CUST-0584,Surabaya,Transfer Bank,P,Ya,Tidak,Rendah,Bronze,35,5,19,385000.0,11.5,4.0,2024,2024-07-12,produk tidak sesuai deskripsi
CUST-1011,Bandung,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Silver,43,6,34,3355000.0,5.3,4.7,2024,2024-12-30,kualitas produk bagus penjual ramah
CUST-1287,Surabaya,Kartu Kredit,P,Tidak,Tidak,Rendah,Silver,35,31,1,2019000.0,48.0,3.7,2021,2025-03-06,pengiriman lama kemasan rusak
CUST-1174,Bandung,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Silver,46,18,19,2778000.0,39.3,4.2,2021,2025-01-10,sangat puas belanja lagi di sini
CUST-1240,Jakarta,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Gold,28,35,16,8290000.0,50.9,5.0,2020,2024-06-13,barang sesuai deskripsi pengiriman cepat
CUST-0454,Jakarta,COD,L,Tidak,Tidak,Sangat Tinggi,Bronze,42,11,37,804000.0,17.1,4.6,2023,2024-10-10,kualitas produk bagus penjual ramah
CUST-1115,Makassar,Transfer Bank,P,Tidak,Ya,Sangat Tinggi,Silver,43,33,32,,48.6,4.5,2020,2024-07-20,barang sesuai deskripsi pengiriman cepat
CUST-0706,Bandung,E-Wallet,L,Ya,Tidak,Sangat Rendah,Bronze,47,25,3,1888000.0,30.2,3.7,2022,2024-11-29,sangat kecewa produk tidak sesuai
CUST-0372,Jakarta,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Bronze,19,4,28,745000.0,4.0,4.6,2024,2025-03-08,kualitas produk bagus penjual ramah
CUST-0844,Surabaya,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Bronze,59,12,12,1142000.0,21.0,4.6,2023,2024-08-28,sangat puas belanja lagi di sini
CUST-0100,Makassar,Transfer Bank,L,Tidak,Tidak,Sangat Tinggi,Bronze,34,1,27,166000.0,9.2,4.4,2024,2024-08-07,barang sesuai deskripsi pengiriman cepat
CUST-0535,Jakarta,Transfer Bank,P,Tidak,Ya,Sangat Tinggi,Bronze,49,18,6,1754000.0,27.5,4.1,2022,2024-06-03,kualitas produk bagus penjual ramah
CUST-0426,Medan,Transfer Bank,P,Tidak,Tidak,Sedang,Bronze,33,1,16,65000.0,2.3,4.0,2024,2024-10-21,barang sesuai tapi pengiriman agak lama
CUST-0271,Jakarta,E-Wallet,P,Tidak,Tidak,Sedang,Silver,42,13,21,2142000.0,28.2,3.7,2022,2024-10-23,barang sesuai tapi pengiriman agak lama
CUST-0630,Medan,Transfer Bank,L,Tidak,Tidak,Rendah,Silver,19,22,7,4432000.0,42.3,3.2,2021,2025-03-11,produk tidak sesuai deskripsi
CUST-0933,Surabaya,E-Wallet,P,Tidak,Tidak,Tinggi,Bronze,21,13,25,957000.0,34.9,4.7,2022,2024-06-04,pengiriman cepat barang aman sampai
CUST-0723,Jakarta,E-Wallet,P,Tidak,Ya,Tinggi,Bronze,21,7,26,1360000.0,25.7,4.8,2022,2025-03-21,pengiriman cepat barang aman sampai
CUST-1030,Surabaya,E-Wallet,P,Tidak,Tidak,Sedang,Bronze,39,20,37,1562000.0,54.1,3.9,2020,2024-09-08,cukup baik walau kemasan kurang rapi
CUST-0272,jakarta ,Kartu Kredit,P,Tidak,Ya,Sedang,Bronze,26,12,33,1192000.0,14.1,4.0,2023,2025-05-04,barang sesuai tapi pengiriman agak lama
CUST-0745,Surabaya,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Bronze,40,11,15,298000.0,6.6,4.7,2024,2024-12-10,barang sesuai deskripsi pengiriman cepat
CUST-1328,Bandung,Transfer Bank,P,Tidak,Ya,Tinggi,Bronze,26,11,33,1269000.0,26.3,3.7,2022,2024-07-18,pengiriman cepat barang aman sampai
CUST-0427,Jakarta,E-Wallet,L,Tidak,Tidak,Tinggi,Bronze,33,7,42,1338000.0,7.8,4.1,2024,2025-06-10,pengiriman cepat barang aman sampai
CUST-0715,Medan,COD,P,Tidak,Tidak,Sedang,Bronze,51,22,38,1023000.0,38.0,4.2,2021,2025-03-17,barang sesuai tapi pengiriman agak lama
CUST-0592,Surabaya,Kartu Kredit,L,Tidak,Ya,Sangat Tinggi,Silver,47,26,24,2626000.0,41.9,4.5,2021,2024-10-15,barang sesuai deskripsi pengiriman cepat
CUST-1331,Medan,Transfer Bank,L,Tidak,Tidak,Tinggi,Bronze,40,6,38,424000.0,13.5,4.2,2023,2025-06-07,penjual responsif pelayanan memuaskan
CUST-1169,Medan,E-Wallet,P,Tidak,Tidak,Sedang,Silver,26,24,22,2357000.0,32.5,4.0,2022,2025-05-10,cukup baik walau kemasan kurang rapi
CUST-0839,Surabaya,E-Wallet,P,Tidak,Tidak,Sedang,Silver,39,38,32,6428000.0,59.0,3.4,2020,2024-06-08,kualitas produk standar harga wajar
CUST-0237,Surabaya,COD,P,Tidak,Tidak,Sangat Tinggi,Bronze,41,18,25,1724000.0,25.8,5.0,2022,2025-02-24,barang sesuai deskripsi pengiriman cepat
CUST-0600,Bandung,Transfer Bank,L,Tidak,Tidak,Sedang,Silver,47,7,9,2228000.0,24.2,3.5,2022,2024-06-09,kualitas produk standar harga wajar
CUST-0968,Jakarta,E-Wallet,L,Tidak,Tidak,,Bronze,34,4,56,634000.0,11.2,1.9,2024,2024-12-19,pengiriman sangat lama dan barang cacat
CUST-1449,Bandung,COD,P,Tidak,Tidak,Sangat Tinggi,Bronze,24,12,26,567000.0,28.9,4.8,2022,2024-06-06,kualitas produk bagus penjual ramah
CUST-1120,Medan,COD,P,Ya,Tidak,Sangat Rendah,Silver,35,23,1,2570000.0,39.5,3.3,2021,2025-03-25,sangat kecewa produk tidak sesuai
CUST-1278,Jakarta,E-Wallet,P,Tidak,Tidak,Tinggi,Silver,41,22,38,3363000.0,39.7,4.1,2021,2024-07-22,produk bagus harga sesuai kualitas
CUST-0209,Jakarta,Kartu Kredit,L,Tidak,Ya,Sangat Tinggi,Bronze,23,4,38,694000.0,2.9,4.9,2024,2024-09-08,kualitas produk bagus penjual ramah
CUST-1081,Jakarta,Transfer Bank,L,Tidak,Tidak,Tinggi,Gold,36,25,23,10027000.0,48.7,,2020,2024-05-29,penjual responsif pelayanan memuaskan
CUST-0760,Surabaya,E-Wallet,L,Tidak,Ya,Tinggi,Silver,38,20,21,3876000.0,15.4,4.0,2023,2025-03-27,penjual responsif pelayanan memuaskan
CUST-0355,Surabaya,Kartu Kredit,P,Tidak,Tidak,Sedang,Silver,47,21,23,3997000.0,17.1,4.0,2023,2024-10-29,barang sesuai tapi pengiriman agak lama
CUST-0059,Jakarta,E-Wallet,L,Ya,Ya,Sangat Rendah,Silver,28,22,50,4059000.0,48.7,3.3,2020,2025-04-20,pengiriman sangat lama dan barang cacat
CUST-0545,Jakarta,COD,L,Tidak,Tidak,Sangat Tinggi,Bronze,39,15,20,1549000.0,16.3,5.0,2023,2024-09-14,sangat puas belanja lagi di sini
CUST-0351,Bandung,Transfer Bank,L,Tidak,Tidak,Sangat Tinggi,Silver,35,32,16,4293000.0,46.6,4.6,2021,2025-03-19,kualitas produk bagus penjual ramah
CUST-1047,Jakarta,COD,L,Tidak,Tidak,Sedang,Bronze,41,11,10,531000.0,23.5,3.7,2023,2024-08-24,kualitas produk standar harga wajar
CUST-0974,Makassar,E-Wallet,L,Tidak,Ya,Tinggi,Silver,51,28,26,4508000.0,57.1,3.9,2020,2024-10-27,pengiriman cepat barang aman sampai
CUST-1186,Medan,Kartu Kredit,P,Ya,Tidak,Rendah,Bronze,36,14,34,1515000.0,24.8,3.8,2022,2024-09-29,produk tidak sesuai deskripsi
CUST-1213,Bandung,Transfer Bank,L,Tidak,Tidak,Sangat Tinggi,Bronze,39,36,39,1555000.0,39.9,4.2,2021,2024-12-13,barang sesuai deskripsi pengiriman cepat
CUST-1237,Jakarta,Transfer Bank,L,Tidak,Tidak,Sangat Tinggi,Bronze,33,14,25,,22.5,4.7,2023,2025-03-09,kualitas produk bagus penjual ramah
CUST-0889,Jakarta,Kartu Kredit,P,Tidak,Ya,Sedang,Silver,22,16,27,,36.9,4.1,2021,2024-08-20,barang sesuai tapi pengiriman agak lama
CUST-0480,Surabaya,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Bronze,55,18,26,1114000.0,21.5,4.8,2023,2025-03-04,kualitas produk bagus penjual ramah
CUST-1158,Jakarta,E-Wallet,L,Tidak,Tidak,Tinggi,Silver,32,33,24,4103000.0,57.3,4.4,2020,2025-05-20,pengiriman cepat barang aman sampai
CUST-0819,Bandung,E-Wallet,P,Tidak,Tidak,Rendah,Bronze,20,1,52,104000.0,8.3,3.5,2024,2024-06-29,produk tidak sesuai deskripsi
CUST-1008,Jakarta,COD,L,Tidak,Ya,Sangat Tinggi,Bronze,37,1,35,86000.0,4.2,4.7,2024,2024-07-31,sangat puas belanja lagi di sini
CUST-0234,Bandung,Transfer Bank,L,Tidak,Tidak,Sedang,Bronze,24,12,37,1566000.0,14.3,3.8,2023,2024-12-10,barang sesuai tapi pengiriman agak lama
CUST-0462,Jakarta,E-Wallet,P,Tidak,Tidak,Rendah,Silver,30,39,16,4816000.0,44.6,3.3,2021,2025-06-08,penjual lambat membalas pesan
CUST-0197,Bandung,Transfer Bank,P,Tidak,Tidak,Sedang,Bronze,40,19,28,1118000.0,47.5,4.2,2021,2024-07-10,kualitas produk standar harga wajar
CUST-1263,Jakarta,Transfer Bank,L,Tidak,Ya,,Silver,30,18,20,5686000.0,33.3,4.2,2022,2024-06-12,kualitas produk bagus penjual ramah
CUST-0082,Surabaya,E-Wallet,L,Tidak,Tidak,Sedang,Bronze,40,5,17,934000.0,3.0,3.3,2024,2025-05-12,kualitas produk standar harga wajar
CUST-1408,Jakarta,Transfer Bank,L,Tidak,Tidak,Sangat Tinggi,Bronze,28,21,34,1705000.0,35.0,4.7,2022,2024-08-12,barang sesuai deskripsi pengiriman cepat
CUST-1019,Jakarta,E-Wallet,L,Tidak,Tidak,Tinggi,Bronze,35,10,33,1228000.0,2.6,4.6,2024,2025-01-21,pengiriman cepat barang aman sampai
CUST-1160,Medan,Transfer Bank,L,Tidak,Tidak,Tinggi,Bronze,41,7,4,634000.0,10.8,4.2,2024,2025-05-11,penjual responsif pelayanan memuaskan
CUST-0112,Jakarta,Kartu Kredit,L,Tidak,Ya,Tinggi,Silver,27,16,22,2180000.0,23.6,4.3,2023,2025-02-14,penjual responsif pelayanan memuaskan
CUST-1280,Bandung,Transfer Bank,P,Tidak,Tidak,Sedang,Silver,46,24,42,3814000.0,44.6,3.9,2021,2024-10-13,cukup baik walau kemasan kurang rapi
CUST-1171,Surabaya,E-Wallet,P,Tidak,Ya,Rendah,Silver,20,24,6,4546000.0,30.7,3.3,2022,2024-09-20,produk tidak sesuai deskripsi
CUST-0989,Surabaya,Transfer Bank,P,Tidak,Tidak,Sedang,Bronze,17,2,24,82000.0,1.3,3.6,2024,2024-09-22,kualitas produk standar harga wajar
CUST-0539,Jakarta,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Bronze,32,8,28,1182000.0,30.8,4.3,2022,2025-05-10,kualitas produk bagus penjual ramah
CUST-1269,Surabaya,Kartu Kredit,P,Tidak,Tidak,Rendah,Silver,54,24,49,2955000.0,54.9,3.6,2020,2025-06-13,penjual lambat membalas pesan
CUST-0971,Jakarta,E-Wallet,P,Tidak,Tidak,Tinggi,Silver,23,30,6,4469000.0,46.6,3.6,2021,2025-06-21,produk bagus harga sesuai kualitas
CUST-0597,Bandung,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Bronze,39,7,15,911000.0,15.4,4.8,2023,2024-09-29,kualitas produk bagus penjual ramah
CUST-0800,Bandung,Kartu Kredit,L,Tidak,Ya,Sedang,Silver,28,10,36,2097000.0,10.3,4.2,2024,2025-06-22,cukup baik walau kemasan kurang rapi
CUST-1350,jakarta ,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Bronze,20,8,25,1720000.0,8.7,5.0,2024,2025-06-14,sangat puas belanja lagi di sini
CUST-1429,Medan,E-Wallet,L,Tidak,Ya,Sedang,Bronze,39,13,24,1241000.0,36.4,3.9,2021,2025-01-20,kualitas produk standar harga wajar
CUST-1151,Jakarta,COD,L,Tidak,Ya,Tinggi,Silver,23,22,14,2628000.0,34.0,4.3,2022,2025-05-28,pengiriman cepat barang aman sampai
CUST-1101,Jakarta,E-Wallet,L,Tidak,Tidak,Tinggi,Bronze,46,10,1,797000.0,21.0,3.9,2023,2024-08-02,penjual responsif pelayanan memuaskan
CUST-0343,Medan,Transfer Bank,L,Tidak,Tidak,Rendah,Silver,56,27,14,6676000.0,53.0,3.3,2020,2024-09-13,produk tidak sesuai deskripsi
CUST-1491,jakarta ,Kartu Kredit,P,Tidak,Ya,Tinggi,Gold,35,40,27,8445000.0,56.9,4.4,2020,2025-01-17,penjual responsif pelayanan memuaskan
CUST-1032,Bandung,E-Wallet,L,Tidak,Tidak,Sedang,Bronze,25,1,26,214000.0,14.5,,2023,2025-06-18,barang sesuai tapi pengiriman agak lama
